infoStartAddr:	0x2DA00
numEntries:	0x458	1112
title:	GEM_GEN_PARAM_ST
paramStartAddr:	0x00006880
entryID   	paramAddr 	infoAddr  	isUnique:1	pad_0[4]	gemNameIdOffset	disableSlotRateModify:1	slotTypeRateA	slotTypeRateB	slotTypeRateC	slotTypeRateD	slotTypeRateE	slotTypeRateF	gemRankDoping	pad_1[3]	gemeffectGenParamType_0	gemeffectGenParam_0	manifestRate_0	negativizeRate_0	gemeffectGenParamType_1	gemeffectGenParam_1	manifestRate_1	negativizeRate_1	gemeffectGenParamType_2	gemeffectGenParam_2	manifestRate_2	negativizeRate_2	gemeffectGenParamType_3	gemeffectGenParam_3	manifestRate_3	negativizeRate_3	gemeffectGenParamType_4	gemeffectGenParam_4	manifestRate_4	negativizeRate_4	gemeffectGenParamType_5	gemeffectGenParam_5	manifestRate_5	negativizeRate_5	equipableSegmentBody:1	equipableSegmentWeapon:1	unremovable:1	isGuestDrop:1
0x001126A4	0x00022690	0x0003399C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-3008404551083491328.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 8056 5802 8857 0041
0x00112A88	0x00022720	0x000339B0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 53e4 57ce
0x00112A89	0x000227B0	0x000339C0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-4429504203068001296123428864.00	0.00	17096	65536	-1.66	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 53e4 57ce
0x00112E70	0x00022840	0x000339D0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	-3134505340649865216.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 30c8 30e9 30c3 30d7 30ed 30fc 30c9
0x00112E71	0x000228D0	0x000339EA	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	-7969239002899635519663112192.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 30c8 30e9 30c3 30d7 30ed 30fc 30c9
0x00112E72	0x00022960	0x00033A04	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	-691752902764108185600.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 30c8 30e9 30c3 30d7 30ed 30fc 30c9
0x00112E73	0x000229F0	0x00033A1E	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-4526218268637171630099922944.00	0.00	17096	65536	-0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 30c8 30e9 30c3 30d7 30ed 30fc 30c9
0x00112E74	0x00022A80	0x00033A38	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-1792537176885230638053931876352.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 30c8 30e9 30c3 30d7 30ed 30fc 30c9
0x00113258	0x00022B10	0x00033A52	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-59098749992960.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 68ee
0x00113259	0x00022BA0	0x00033A60	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-19273805938881280157105202374064996352.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 68ee
0x0011325A	0x00022C30	0x00033A6E	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 68ee
0x0011325B	0x00022CC0	0x00033A7C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-659471100635116470272.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 68ee
0x0011325C	0x00022D50	0x00033A8A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-1733116054999532384858773913600.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 68ee
0x00113640	0x00022DE0	0x00033A98	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-34454385859016931479126016.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 751f 8d04
0x001145E0	0x00022E70	0x00033AA8	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-7969239002899635519663112192.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 56fa 5b9a 914d 7f6e 0020 5927 5b66 ff08 60aa 5922 6559 5ba4 ff09
0x00118C30	0x00022F00	0x00033AC4	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	-0.00	0.00	17096	65536	4299870835974154129876817272635392.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 771f 3063 8d64 306a 30d6 30ed 30fc 30c1
0x00118C31	0x00022F90	0x00033AD6	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	17096	65536	-2433889152438200450873670154321920.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 4eba 5f62 306e 6d99
0x00118C32	0x00023020	0x00033AE0	0	0	-2147483648	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	49024	65536	-7482638336.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 91d1 306e 30da 30f3 30c0 30f3 30c8
0x0012287A	0x000230B0	0x00033AF0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	180096	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e6 30cb 30fc 30af 9b54 77f3 0020 004c 0076 0031 0020 30c8 30a5 30e1 30eb
0x00122884	0x00023140	0x00033B10	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	148168	131072	-0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e6 30cb 30fc 30af 9b54 77f3 0020 004c 0076 0032 0020 30c8 30a5 30e1 30eb
0x0012288E	0x000231D0	0x00033B30	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	180096	131072	3892314112.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e6 30cb 30fc 30af 9b54 77f3 0020 004c 0076 0033 0020 30c8 30a5 30e1 30eb
0x00122898	0x00023260	0x00033B50	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	180096	131072	-0.00	0.00	17096	131072	-1844674407370955161600.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e6 30cb 30fc 30af 9b54 77f3 0020 004c 0076 0034 0020 30c8 30a5 30e1 30eb
0x001228A2	0x000232F0	0x00033B70	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	180096	131072	-0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e6 30cb 30fc 30af 9b54 77f3 0020 004c 0076 0035 0020 30c8 30a5 30e1 30eb
0x001228A3	0x00023380	0x00033B90	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	180096	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e6 30cb 30fc 30af 9b54 77f3 0020 004c 0076 0035 0020 30c8 30a5 30e1 30eb
0x001228E8	0x00023410	0x00033BB0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	200	148168	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e6 30cb 30fc 30af 9b54 77f3 0020 004c 0076 0032 0020 50fb 5893
0x001228F2	0x000234A0	0x00033BCC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	180096	131072	-0.00	0.00	17096	131072	-18822076112188750153423049193422848.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e6 30cb 30fc 30af 9b54 77f3 0020 004c 0076 0033 0020 50fb 5893
0x00122960	0x00023530	0x00033BE8	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	180096	131072	11811160064.00	0.00	17096	131072	545357767376896.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e6 30cb 30fc 30af 9b54 77f3 0020 004c 0076 0034 0020 30ed 30fc 30e9 30f3
0x0012296A	0x000235C0	0x00033C08	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	180096	131072	3892314112.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e6 30cb 30fc 30af 9b54 77f3 0020 004c 0076 0035 0020 30ed 30fc 30e9 30f3
0x0012296B	0x00023650	0x00033C28	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	180096	131072	1257509395426403566284729579732992.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e6 30cb 30fc 30af 9b54 77f3 0020 004c 0076 0035 0020 30ed 30fc 30e9 30f3
0x001229CE	0x000236E0	0x00033C48	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	180096	131072	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 30e6 30cb 30fc 30af 9b54 77f3 0020 004c 0076 0035 0020 30a4 30ba
0x001E88CC	0x00023770	0x00033C64	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 7dcf 30b3 30b9 30c8 0031
0x001E88D6	0x00023800	0x00033C76	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 7dcf 30b3 30b9 30c8 0032
0x001E88D7	0x00023890	0x00033C88	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 7dcf 30b3 30b9 30c8 0033
0x001E8930	0x00023920	0x00033C9A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 7dcf 30b3 30b9 30c8 0032
0x001E893A	0x000239B0	0x00033CAC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 7dcf 30b3 30b9 30c8 0033
0x001E893B	0x00023A40	0x00033CBE	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 7dcf 30b3 30b9 30c8 0034
0x001E8944	0x00023AD0	0x00033CD0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 7dcf 30b3 30b9 30c8 0034
0x001E8994	0x00023B60	0x00033CE2	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 7dcf 30b3 30b9 30c8 0033
0x001E899E	0x00023BF0	0x00033CF4	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 7dcf 30b3 30b9 30c8 0034
0x001E89F8	0x00023C80	0x00033D06	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 7dcf 30b3 30b9 30c8 0034
0x001E8CB4	0x00023D10	0x00033D18	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 3010 9283 7cfb 3011 0020 7dcf 30b3 30b9 30c8 0031
0x001E8CBE	0x00023DA0	0x00033D34	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 3010 9283 7cfb 3011 0020 7dcf 30b3 30b9 30c8 0032
0x001E8CBF	0x00023E30	0x00033D50	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 3010 9283 7cfb 3011 0020 7dcf 30b3 30b9 30c8 0033
0x001E8D18	0x00023EC0	0x00033D6C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 3010 9283 7cfb 3011 0020 7dcf 30b3 30b9 30c8 0032
0x001E8D22	0x00023F50	0x00033D88	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 3010 9283 7cfb 3011 0020 7dcf 30b3 30b9 30c8 0033
0x001E8D23	0x00023FE0	0x00033DA4	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 3010 9283 7cfb 3011 0020 7dcf 30b3 30b9 30c8 0034
0x001E8D2C	0x00024070	0x00033DC0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 3010 9283 7cfb 3011 0020 7dcf 30b3 30b9 30c8 0034
0x001E8D7C	0x00024100	0x00033DDC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 3010 9283 7cfb 3011 0020 7dcf 30b3 30b9 30c8 0033
0x001E8D86	0x00024190	0x00033DF8	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 3010 9283 7cfb 3011 0020 7dcf 30b3 30b9 30c8 0034
0x001E8DE0	0x00024220	0x00033E14	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	196608	0.00	0.00	17096	196608	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5f37 546a 3000 3010 9283 7cfb 3011 0020 7dcf 30b3 30b9 30c8 0034
0x001F47D0	0x000242B0	0x00033E30	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	262144	0.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 004e 0050 0043
0x001F47DA	0x00024340	0x00033E38	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	147328	196608	0.00	0.00	17096	196608	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 004e 0050 0043 3010 30dc 30b9 3011
0x001F4834	0x000243D0	0x00033E48	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 731f 72ac
0x001F4835	0x00024460	0x00033E4E	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 731f 72ac ff08 6708 ff09
0x001F4898	0x000244F0	0x00033E5A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	131072	-580284393415022003858964480.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 53f8 796d
0x001F48FC	0x00024580	0x00033E60	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	131072	-1792.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 8133 55b0 3089 3044
0x001F4906	0x00024610	0x00033E6A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	147328	262144	0.00	0.00	17096	131072	-1792.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 8133 55b0 3089 3044 3010 30dc 30b9 3011
0x001F4960	0x000246A0	0x00033E7C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7570 5f62 30d3 30fc 30b9 30c8
0x001F49C4	0x00024730	0x00033E8A	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 3055 307e 3088 3046 72c2 6c17 ff08 5c0f ff09
0x001F4A28	0x000247C0	0x00033E9E	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	2258002631656533621416002584576.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5893 5b88 30b5 30bd 30ea
0x001F4A29	0x00024850	0x00033EAA	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	3961408125713216879677197516800.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5893 5b88 308a 30b5 30bd 30ea ff08 5b50 6301 3061 ff09
0x001F4A8C	0x000248E0	0x00033EC2	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	-2016.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5e7c 751f 30aa 30aa 30b3 30a6 30e2 30ea
0x001F4AF0	0x00024970	0x00033ED4	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7a74 6398 308a
0x001F4B54	0x00024A00	0x00033EDC	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	12058624.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 86c7 7389 ff08 5b50 ff09
0x001F4BB8	0x00024A90	0x00033EE8	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	6946816.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 86c7 7389 ff08 5b50 ff09 30fb 5c0f
0x001F4C1C	0x00024B20	0x00033EF8	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	131072	-6.38	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5438 8840 8c5a
0x001F4C26	0x00024BB0	0x00033F00	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	147328	131072	-6.38	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 5438 8840 8c5a 3010 30dc 30b9 3011
0x001F4C80	0x00024C40	0x00033F10	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 7570 5f62 30d3 30fc 30b9 30c8 ff08 96cc ff09
0x001F4CE4	0x00024CD0	0x00033F24	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 64cd 308a 9ab8
0x001F4D48	0x00024D60	0x00033F2C	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 72c2 6c17 306e 60aa 970a
0x001F4DB6	0x00024DF0	0x00033F38	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	147328	196608	0.00	0.00	17096	196608	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 8840 306b 6e07 3044 305f 7363 3010 30dc 30b9 3011
0x001F4DC0	0x00024E80	0x00033F4E	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	212864	196608	0.00	0.00	17096	196608	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 8840 306b 6e07 3044 305f 7363 3010 0044 30dc 30b9 3011
0x001F4E10	0x00024F10	0x00033F66	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	16256	262144	0.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 8718 86db 306e 30af 30c8 30a5 30eb 30d5
0x001F4E74	0x00024FA0	0x00033F78	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	-128	128	81792	131072	0.00	0.00	17096	262144	0.00	0.00	17096	262144	0.00	0.00	17096	0	-nan	0.00	0	0	-nan	0.00	0	0	-nan	0.00	0	0	0	0	 6ec5 3073 306e 708e 306e 7737 5c5e
