infoStartAddr:	0xB710
numEntries:	0x28A	650
title:	WEAPON_GEN_PARAM_ST
paramStartAddr:	0x00003D30
entryID   	paramAddr 	infoAddr  	wepParamId	gemSlotType_0	gemGenId_0	gemSlotType_1	gemGenId_1	gemSlotType_2	gemGenId_2	gemSlotType_3	gemGenId_3	gemSlotType_4	gemGenId_4	equipableGemSegmentMask	reserveGemSlotNo_0	reserveGemSlotNo_1	reserveGemSlotNo_2
0x00B71C90	0x00009250	0x0000CD9A	12000400	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff14
0x00B71CF4	0x00009280	0x0000CDA4	12000500	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff15
0x00B71D58	0x000092B0	0x0000CDAE	12000600	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff16
0x00B71DBC	0x000092E0	0x0000CDB8	12000700	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff17
0x00B71E20	0x00009310	0x0000CDC2	12000800	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff18
0x00B71E84	0x00009340	0x0000CDCC	12000900	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff19
0x00B71EE8	0x00009370	0x0000CDD6	12001000	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff11 ff10
0x00B74210	0x000093A0	0x0000CDE2	12010000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 8eca 8f2a
0x00B74274	0x000093D0	0x0000CDE8	12010100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 8eca 8f2a ff0b ff11
0x00B742D8	0x00009400	0x0000CDF2	12010200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 8eca 8f2a ff0b ff12
0x00B7433C	0x00009430	0x0000CDFC	12010300	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 8eca 8f2a ff0b ff13
0x00B743A0	0x00009460	0x0000CE06	12010400	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 8eca 8f2a ff0b ff14
0x00B74404	0x00009490	0x0000CE10	12010500	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 8eca 8f2a ff0b ff15
0x00B74468	0x000094C0	0x0000CE1A	12010600	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 8eca 8f2a ff0b ff16
0x00B744CC	0x000094F0	0x0000CE24	12010700	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 8eca 8f2a ff0b ff17
0x00B74530	0x00009520	0x0000CE2E	12010800	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 8eca 8f2a ff0b ff18
0x00B74594	0x00009550	0x0000CE38	12010900	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 8eca 8f2a ff0b ff19
0x00B745F8	0x00009580	0x0000CE42	12011000	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 8eca 8f2a ff0b ff11 ff10
0x00B76920	0x000095B0	0x0000CE4E	12020000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 8eca 8f2a
0x00B76984	0x000095E0	0x0000CE54	12020100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 8eca 8f2a ff0b ff11
0x00B769E8	0x00009610	0x0000CE5E	12020200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 8eca 8f2a ff0b ff12
0x00B76A4C	0x00009640	0x0000CE68	12020300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 8eca 8f2a ff0b ff13
0x00B76AB0	0x00009670	0x0000CE72	12020400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 8eca 8f2a ff0b ff14
0x00B76B14	0x000096A0	0x0000CE7C	12020500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 8eca 8f2a ff0b ff15
0x00B76B78	0x000096D0	0x0000CE86	12020600	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 8eca 8f2a ff0b ff16
0x00B76BDC	0x00009700	0x0000CE90	12020700	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 8eca 8f2a ff0b ff17
0x00B76C40	0x00009730	0x0000CE9A	12020800	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 8eca 8f2a ff0b ff18
0x00B76CA4	0x00009760	0x0000CEA4	12020900	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 8eca 8f2a ff0b ff19
0x00B76D08	0x00009790	0x0000CEAE	12021000	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 8eca 8f2a ff0b ff11 ff10
0x00B85380	0x000097C0	0x0000CEBA	12080000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a
0x00B853E4	0x000097F0	0x0000CEC0	12080100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff11
0x00B85448	0x00009820	0x0000CECA	12080200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff12
0x00B854AC	0x00009850	0x0000CED4	12080300	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff13
0x00B85510	0x00009880	0x0000CEDE	12080400	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff14
0x00B85574	0x000098B0	0x0000CEE8	12080500	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff15
0x00B855D8	0x000098E0	0x0000CEF2	12080600	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff16
0x00B8563C	0x00009910	0x0000CEFC	12080700	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff17
0x00B856A0	0x00009940	0x0000CF06	12080800	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff18
0x00B85704	0x00009970	0x0000CF10	12080900	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff19
0x00B85768	0x000099A0	0x0000CF1A	12081000	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 8eca 8f2a ff0b ff11 ff10
0x00B87A90	0x000099D0	0x0000CF26	12090000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 8eca 8f2a
0x00C65D40	0x00009A00	0x0000CF30	13000000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 7206 767a 69cc
0x00C65DA4	0x00009A30	0x0000CF38	13000100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 7206 767a 69cc ff0b ff11
0x00C65E08	0x00009A60	0x0000CF44	13000200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 7206 767a 69cc ff0b ff12
0x00C65E6C	0x00009A90	0x0000CF50	13000300	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 7206 767a 69cc ff0b ff13
0x00C65ED0	0x00009AC0	0x0000CF5C	13000400	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 7206 767a 69cc ff0b ff14
0x00C65F34	0x00009AF0	0x0000CF68	13000500	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	3	 7206 767a 69cc ff0b ff15
0x00C65F98	0x00009B20	0x0000CF74	13000600	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 7206 767a 69cc ff0b ff16
0x00C65FFC	0x00009B50	0x0000CF80	13000700	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 7206 767a 69cc ff0b ff17
0x00C66060	0x00009B80	0x0000CF8C	13000800	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 7206 767a 69cc ff0b ff18
0x00C660C4	0x00009BB0	0x0000CF98	13000900	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 7206 767a 69cc ff0b ff19
0x00C66128	0x00009BE0	0x0000CFA4	13001000	00000001	-1	00000001	-1	00000004	-1	80000100	-1	80000100	-1	1	1	1	3	 7206 767a 69cc ff0b ff11 ff10
0x00C68450	0x00009C10	0x0000CFB2	13010000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 7206 767a 69cc
0x00C684B4	0x00009C40	0x0000CFBA	13010100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 7206 767a 69cc ff0b ff11
0x00C68518	0x00009C70	0x0000CFC6	13010200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 7206 767a 69cc ff0b ff12
0x00C6857C	0x00009CA0	0x0000CFD2	13010300	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 7206 767a 69cc ff0b ff13
0x00C685E0	0x00009CD0	0x0000CFDE	13010400	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 7206 767a 69cc ff0b ff14
0x00C68644	0x00009D00	0x0000CFEA	13010500	00000001	-1	00000001	-1	80000100	-1	80000100	-1	80000100	-1	1	1	1	2	 7206 767a 69cc ff0b ff15
0x00C686A8	0x00009D30	0x0000CFF6	13010600	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 7206 767a 69cc ff0b ff16
0x00C6870C	0x00009D60	0x0000D002	13010700	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 7206 767a 69cc ff0b ff17
0x00C68770	0x00009D90	0x0000D00E	13010800	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 7206 767a 69cc ff0b ff18
0x00C687D4	0x00009DC0	0x0000D01A	13010900	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 7206 767a 69cc ff0b ff19
0x00C68838	0x00009DF0	0x0000D026	13011000	00000001	-1	00000001	-1	00000002	-1	80000100	-1	80000100	-1	1	1	1	2	 7206 767a 69cc ff0b ff11 ff10
0x00C6AB60	0x00009E20	0x0000D034	13020000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 7206 767a 69cc
0x00C6ABC4	0x00009E50	0x0000D03C	13020100	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 7206 767a 69cc ff0b ff11
0x00C6AC28	0x00009E80	0x0000D048	13020200	00000001	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 7206 767a 69cc ff0b ff12
0x00C6AC8C	0x00009EB0	0x0000D054	13020300	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 7206 767a 69cc ff0b ff13
0x00C6ACF0	0x00009EE0	0x0000D060	13020400	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 7206 767a 69cc ff0b ff14
0x00C6AD54	0x00009F10	0x0000D06C	13020500	00000001	-1	00000002	-1	80000100	-1	80000100	-1	80000100	-1	1	1	2	3	 7206 767a 69cc ff0b ff15
0x00C6ADB8	0x00009F40	0x0000D078	13020600	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 7206 767a 69cc ff0b ff16
0x00C6AE1C	0x00009F70	0x0000D084	13020700	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 7206 767a 69cc ff0b ff17
0x00C6AE80	0x00009FA0	0x0000D090	13020800	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 7206 767a 69cc ff0b ff18
0x00C6AEE4	0x00009FD0	0x0000D09C	13020900	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 7206 767a 69cc ff0b ff19
0x00C6AF48	0x0000A000	0x0000D0A8	13021000	00000001	-1	00000002	-1	00000004	-1	80000100	-1	80000100	-1	1	1	2	3	 7206 767a 69cc ff0b ff11 ff10
0x00C7BCD0	0x0000A030	0x0000D0B6	13090000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 7206 767a 69cc
0x00D59F80	0x0000A060	0x0000D0C2	14000000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 5de5 623f 77ed 9283
0x00D59FE4	0x0000A090	0x0000D0CC	14000100	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 5de5 623f 77ed 9283 ff0b ff11
0x00D5A048	0x0000A0C0	0x0000D0DA	14000200	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 5de5 623f 77ed 9283 ff0b ff12
0x00D5A0AC	0x0000A0F0	0x0000D0E8	14000300	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 5de5 623f 77ed 9283 ff0b ff13
0x00D5A110	0x0000A120	0x0000D0F6	14000400	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 5de5 623f 77ed 9283 ff0b ff14
0x00D5A174	0x0000A150	0x0000D104	14000500	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 5de5 623f 77ed 9283 ff0b ff15
0x00D5A1D8	0x0000A180	0x0000D112	14000600	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 5de5 623f 77ed 9283 ff0b ff16
0x00D5A23C	0x0000A1B0	0x0000D120	14000700	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 5de5 623f 77ed 9283 ff0b ff17
0x00D5A2A0	0x0000A1E0	0x0000D12E	14000800	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 5de5 623f 77ed 9283 ff0b ff18
0x00D5A304	0x0000A210	0x0000D13C	14000900	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 5de5 623f 77ed 9283 ff0b ff19
0x00D5A368	0x0000A240	0x0000D14A	14001000	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 5de5 623f 77ed 9283 ff0b ff11 ff10
0x00D6FF10	0x0000A270	0x0000D15A	14090000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 5de5 623f 77ed 9283
0x00D72620	0x0000A2A0	0x0000D168	14100000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283
0x00D72684	0x0000A2D0	0x0000D17A	14100100	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283 ff0b ff11
0x00D726E8	0x0000A300	0x0000D190	14100200	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283 ff0b ff12
0x00D7274C	0x0000A330	0x0000D1A6	14100300	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283 ff0b ff13
0x00D727B0	0x0000A360	0x0000D1BC	14100400	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283 ff0b ff14
0x00D72814	0x0000A390	0x0000D1D2	14100500	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283 ff0b ff15
0x00D72878	0x0000A3C0	0x0000D1E8	14100600	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283 ff0b ff16
0x00D728DC	0x0000A3F0	0x0000D1FE	14100700	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283 ff0b ff17
0x00D72940	0x0000A420	0x0000D214	14100800	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283 ff0b ff18
0x00D729A4	0x0000A450	0x0000D22A	14100900	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283 ff0b ff19
0x00D72A08	0x0000A480	0x0000D240	14101000	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283 ff0b ff11 ff10
0x00D885B0	0x0000A4B0	0x0000D258	14190000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283
0x00D8ACC0	0x0000A4E0	0x0000D26E	14200000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 77ed 9283
0x00D8AD24	0x0000A510	0x0000D278	14200100	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 77ed 9283 ff0b ff11
0x00D8AD88	0x0000A540	0x0000D286	14200200	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 77ed 9283 ff0b ff12
0x00D8ADEC	0x0000A570	0x0000D294	14200300	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 77ed 9283 ff0b ff13
0x00D8AE50	0x0000A5A0	0x0000D2A2	14200400	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 77ed 9283 ff0b ff14
0x00D8AEB4	0x0000A5D0	0x0000D2B0	14200500	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 77ed 9283 ff0b ff15
0x00D8AF18	0x0000A600	0x0000D2BE	14200600	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 77ed 9283 ff0b ff16
0x00D8AF7C	0x0000A630	0x0000D2CC	14200700	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 77ed 9283 ff0b ff17
0x00D8AFE0	0x0000A660	0x0000D2DA	14200800	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 77ed 9283 ff0b ff18
0x00D8B044	0x0000A690	0x0000D2E8	14200900	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 77ed 9283 ff0b ff19
0x00D8B0A8	0x0000A6C0	0x0000D2F6	14201000	00000008	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	4	0	0	 6559 4f1a 77ed 9283 ff0b ff11 ff10
0x00DA0C50	0x0000A6F0	0x0000D306	14290000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 6559 4f1a 77ed 9283
0x00E4E1C0	0x0000A720	0x0000D314	15000000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5927 7b52
0x00E4E224	0x0000A750	0x0000D31A	15000100	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5927 7b52 ff0b ff11
0x00E4E288	0x0000A780	0x0000D324	15000200	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5927 7b52 ff0b ff12
0x00E4E2EC	0x0000A7B0	0x0000D32E	15000300	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5927 7b52 ff0b ff13
0x00E4E350	0x0000A7E0	0x0000D338	15000400	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5927 7b52 ff0b ff14
0x00E4E3B4	0x0000A810	0x0000D342	15000500	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5927 7b52 ff0b ff15
0x00E4E418	0x0000A840	0x0000D34C	15000600	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5927 7b52 ff0b ff16
0x00E4E47C	0x0000A870	0x0000D356	15000700	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5927 7b52 ff0b ff17
0x00E4E4E0	0x0000A8A0	0x0000D360	15000800	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5927 7b52 ff0b ff18
0x00E4E544	0x0000A8D0	0x0000D36A	15000900	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5927 7b52 ff0b ff19
0x00E4E5A8	0x0000A900	0x0000D374	15001000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5927 7b52 ff0b ff11 ff10
0x00E64150	0x0000A930	0x0000D380	15090000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 5927 7b52
0x0112A880	0x0000A960	0x0000D38A	18000000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668
0x0112A8E4	0x0000A990	0x0000D392	18000100	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 ff0b ff11
0x0112A948	0x0000A9C0	0x0000D39E	18000200	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 ff0b ff12
0x0112A9AC	0x0000A9F0	0x0000D3AA	18000300	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 ff0b ff13
0x0112AA10	0x0000AA20	0x0000D3B6	18000400	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 ff0b ff14
0x0112AA74	0x0000AA50	0x0000D3C2	18000500	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 ff0b ff15
0x0112AAD8	0x0000AA80	0x0000D3CE	18000600	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 ff0b ff16
0x0112AB3C	0x0000AAB0	0x0000D3DA	18000700	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 ff0b ff17
0x0112ABA0	0x0000AAE0	0x0000D3E6	18000800	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 ff0b ff18
0x0112AC04	0x0000AB10	0x0000D3F2	18000900	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 ff0b ff19
0x0112AC68	0x0000AB40	0x0000D3FE	18001000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 ff0b ff11 ff10
0x01140810	0x0000AB70	0x0000D40C	18090000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 5674 9727 5668
0x01142F20	0x0000ABA0	0x0000D418	18100000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 005f 706b 708e 653e 5c04
0x01142F84	0x0000ABD0	0x0000D42A	18100100	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 005f 706b 708e 653e 5c04 ff0b ff11
0x01142FE8	0x0000AC00	0x0000D440	18100200	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 005f 706b 708e 653e 5c04 ff0b ff12
0x0114304C	0x0000AC30	0x0000D456	18100300	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 005f 706b 708e 653e 5c04 ff0b ff13
0x011430B0	0x0000AC60	0x0000D46C	18100400	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 005f 706b 708e 653e 5c04 ff0b ff14
0x01143114	0x0000AC90	0x0000D482	18100500	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 005f 706b 708e 653e 5c04 ff0b ff15
0x01143178	0x0000ACC0	0x0000D498	18100600	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 005f 706b 708e 653e 5c04 ff0b ff16
0x011431DC	0x0000ACF0	0x0000D4AE	18100700	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 005f 706b 708e 653e 5c04 ff0b ff17
0x01143240	0x0000AD20	0x0000D4C4	18100800	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 005f 706b 708e 653e 5c04 ff0b ff18
0x011432A4	0x0000AD50	0x0000D4DA	18100900	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 005f 706b 708e 653e 5c04 ff0b ff19
0x01143308	0x0000AD80	0x0000D4F0	18101000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5674 9727 5668 005f 706b 708e 653e 5c04 ff0b ff11 ff10
0x01158EB0	0x0000ADB0	0x0000D508	18190000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 5674 9727 5668 005f 706b 708e 653e 5c04
0x0121EAC0	0x0000ADE0	0x0000D51E	19000000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 76fe
0x01234A50	0x0000AE10	0x0000D522	19090000	80000100	-1	80000100	-1	80000100	-1	80000100	-1	80000100	-1	1	0	0	0	 5f98 5f8a 76fe
