infoStartAddr:	0x1226C
numEntries:	0x17B	379
title:	FACE_PARAM_ST
paramStartAddr:	0x000023C8
entryID   	paramAddr 	infoAddr  	facePartsId	skinColor_R 	skinColor_G 	skinColor_B 	hairPartsId	hairColor_R 	hairColor_G 	hairColor_B 	eyeLPartsId	eyeLColor_R	eyeLColor_G	eyeLColor_B	eyeRPartsId	eyeRColor_R	eyeRColor_G	eyeRColor_B	eyebrowPartsId	eyebrowColor_R 	eyebrowColor_G 	eyebrowColor_B 	eyelashPartsId	eyelashColor_R 	eyelashColor_G 	eyelashColor_B 	beardPartsId	beardColor_R 	beardColor_G 	beardColor_B 	accessoriesPartsId	accessoriesColor_R 	accessoriesColor_G 	accessoriesColor_B 	decalPartsId	decalColor_R 	decalColor_G 	decalColor_B 	decalPosX	decalPosY	decalAngle	decalScale	chrBodyScaleHead	chrBodyScaleBreast	chrBodyScaleAbdomen	chrBodyScaleArm	chrBodyScaleLeg	age	gender	caricatureGeometry	caricatureTexture	faceGeoData00	faceGeoData01	faceGeoData02	faceGeoData03	faceGeoData04	faceGeoData05	faceGeoData06	faceGeoData07	faceGeoData08	faceGeoData09	faceGeoData10	faceGeoData11	faceGeoData12	faceGeoData13	faceGeoData14	faceGeoData15	faceGeoData16	faceGeoData17	faceGeoData18	faceGeoData19	faceGeoData20	faceGeoData21	faceGeoData22	faceGeoData23	faceGeoData24	faceGeoData25	faceGeoData26	faceGeoData27	faceGeoData28	faceGeoData29	faceGeoData30	faceGeoData31	faceGeoData32	faceGeoData33	faceGeoData34	faceGeoData35	faceGeoData36	faceGeoData37	faceGeoData38	faceGeoData39	faceGeoData40	faceGeoData41	faceGeoData42	faceGeoData43	faceGeoData44	faceGeoData45	faceGeoData46	faceGeoData47	faceGeoData48	faceGeoData49	faceGeoData50	faceGeoData51	faceGeoData52	faceGeoData53	faceGeoData54	faceGeoData55	faceGeoData56	faceGeoData57	faceGeoData58	faceGeoData59	faceGeoData60	faceTexData00	faceTexData01	faceTexData02	faceTexData03	faceTexData04	faceTexData05	faceTexData06	faceTexData07	faceTexData08	faceTexData09	faceTexData10	faceTexData11	faceTexData12	faceTexData13	faceTexData14	faceTexData15	faceTexData16	faceTexData17	faceTexData18	faceTexData19	faceTexData20	faceTexData21	faceTexData22	faceTexData23	faceTexData24	faceTexData25	faceTexData26	faceTexData27	faceTexData28	faceTexData29	faceTexData30	faceTexData31	faceTexData32	faceTexData33	faceTexData34	faceTexData35	faceGeoAsymData00	faceGeoAsymData01	faceGeoAsymData02	faceGeoAsymData03	faceGeoAsymData04	faceGeoAsymData05	faceGeoAsymData06	faceGeoAsymData07	faceGeoAsymData08	faceGeoAsymData09	faceGeoAsymData10	faceGeoAsymData11	faceGeoAsymData12	faceGeoAsymData13	faceGeoAsymData14	faceGeoAsymData15	faceGeoAsymData16	faceGeoAsymData17	faceGeoAsymData18	faceGeoAsymData19	faceGeoAsymData20	faceGeoAsymData21	faceGeoAsymData22	faceGeoAsymData23	faceGeoAsymData24	faceGeoAsymData25
0x00002016	0x0000E7F8	0x0001387C	0	160	145	135	103	130	110	40	0	160	100	80	0	160	100	80	5	130	110	40	1	88	58	8	0	130	110	40	0	128	128	128	0	20	20	20	180	100	0	40	128	128	178	68	158	133	158	128	128	128	158	128	178	50	208	148	108	188	138	138	168	138	128	158	208	128	228	158	128	128	128	128	138	145	128	128	128	198	128	118	118	158	138	108	130	115	138	98	88	128	88	158	55	168	188	58	128	128	128	128	128	108	128	128	128	128	198	128	128	128	128	128	128	128	128	128	108	155	128	128	128	128	128	128	128	128	128	128	148	88	105	148	128	128	128	128	118	178	98	128	158	128	138	98	173	95	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0031 0035
0x00002017	0x0000E8A4	0x0001388E	0	122	110	100	0	214	160	80	0	110	70	80	0	110	70	80	4	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	133	128	128	128	128	128	138	108	100	178	158	98	198	175	150	168	118	108	178	98	130	88	137	138	128	128	128	138	85	128	128	128	198	128	118	205	178	108	130	110	185	68	68	218	78	88	178	125	185	68	88	128	138	128	138	128	68	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	108	108	178	128	128	128	128	128	118	158	108	88	128	128	128	68	188	168	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0031 0036
0x00002018	0x0000E950	0x000138A0	0	138	118	103	108	214	160	80	0	110	70	80	0	110	70	80	3	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	63	158	128	128	128	148	168	108	100	178	208	118	188	255	0	148	118	38	138	68	130	88	107	128	128	128	128	138	145	128	128	128	198	128	118	165	148	98	0	60	105	128	48	158	118	68	238	145	215	78	88	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	138	128	128	128	128	128	128	128	128	128	98	108	158	148	128	128	128	128	118	168	108	128	138	128	228	108	198	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0031 0037
0x00002019	0x0000E9FC	0x000138B2	0	155	140	130	110	200	160	80	0	128	128	128	0	128	128	128	3	70	50	0	0	128	128	128	0	200	160	80	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	188	198	128	198	128	98	188	218	78	128	38	108	28	128	178	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	178	128	128	128	198	178	128	88	88	158	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	158	128	128	128	128	128	128	128	128	128	128	128	138	138	155	158	128	128	128	128	118	138	108	128	118	128	188	88	123	145	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0031 0038
0x0000201A	0x0000EAA8	0x000138C4	0	135	128	125	10	118	108	88	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	88	148	128	128	128	128	128	128	78	98	88	158	158	128	128	128	128	128	128	178	88	188	138	128	128	128	128	128	128	128	128	78	188	128	128	128	178	128	128	128	148	118	78	78	118	128	128	58	128	138	88	148	168	128	128	88	108	128	128	198	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	148	128	128	128	128	118	98	98	128	128	128	128	218	213	145	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0031 0039
0x0000201B	0x0000EB54	0x000138D6	0	158	138	123	108	245	190	90	0	110	70	80	0	110	70	80	1	74	40	10	2	78	38	0	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	108	148	128	128	188	158	148	108	100	158	168	148	128	195	80	148	118	98	158	128	100	128	117	128	128	128	128	78	105	148	128	118	178	128	98	165	158	88	140	90	105	128	88	148	128	90	145	115	195	138	98	128	138	128	128	128	108	128	78	118	108	128	128	128	128	128	128	128	128	128	128	128	145	158	128	128	128	128	128	128	128	128	128	118	125	125	118	128	128	128	128	110	138	98	128	148	128	195	148	143	105	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0032 0030
0x0000201C	0x0000EC00	0x000138E8	0	158	138	123	102	0	0	0	0	140	130	80	0	140	130	80	4	74	40	10	3	78	38	0	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	78	148	128	128	68	178	148	158	80	138	148	188	78	105	80	138	118	118	118	158	150	78	67	128	128	128	128	78	105	148	128	198	88	128	98	165	198	80	100	110	115	158	128	118	78	90	35	125	215	188	108	98	138	128	138	108	108	128	178	158	138	138	128	128	128	128	128	128	128	128	128	108	135	118	128	128	128	128	128	128	128	128	128	178	65	135	178	128	128	128	128	130	138	118	128	158	128	138	158	93	175	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0032 0031
0x0000201D	0x0000ECAC	0x000138FA	0	158	138	123	0	190	150	70	0	160	100	80	0	160	100	80	4	50	30	20	1	88	58	8	0	190	150	70	0	128	128	128	0	20	20	20	180	100	0	40	128	128	178	68	158	133	158	128	128	128	128	128	118	90	208	148	108	188	138	138	168	138	108	188	88	88	128	98	128	128	128	128	138	145	128	128	128	198	128	118	188	158	128	138	40	115	138	138	158	128	128	148	115	188	128	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	138	155	128	128	128	128	128	128	128	128	128	128	118	78	185	138	128	128	128	128	118	178	88	128	178	128	128	108	153	125	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0032 0032
0x0000201E	0x0000ED58	0x0001390C	0	168	148	133	108	245	190	90	0	110	70	80	0	110	70	80	1	74	40	10	4	78	38	0	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	108	148	128	128	178	168	148	108	100	158	168	148	178	155	90	148	118	98	158	98	100	78	87	128	128	128	128	78	105	148	128	118	178	128	98	165	158	88	140	90	105	128	88	178	128	90	145	135	195	128	98	128	138	128	128	128	108	128	78	118	108	128	128	128	128	128	128	128	128	128	128	158	145	148	128	128	128	128	128	128	128	128	128	98	145	155	158	128	128	128	128	90	138	58	128	148	128	248	108	83	105	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0032 0033
0x0000201F	0x0000EE04	0x0001391E	0	158	138	123	0	190	150	70	0	160	100	80	0	160	100	80	4	100	70	0	4	88	58	8	0	190	150	70	0	128	128	128	6	88	40	0	118	98	255	160	128	128	128	128	128	113	158	128	128	128	128	128	108	48	208	218	148	138	198	88	188	128	108	208	88	108	128	108	128	128	128	128	138	145	128	128	128	198	128	118	188	128	128	138	30	145	228	138	178	128	128	148	255	228	128	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	125	118	128	128	128	128	128	128	128	128	128	128	78	178	168	128	128	128	128	118	178	108	128	148	128	128	128	123	125	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0032 0034
0x00002020	0x0000EEB0	0x00013930	0	168	148	133	0	190	150	70	0	160	100	80	0	160	100	80	4	100	70	0	4	88	58	8	0	190	150	70	0	128	128	128	6	88	40	0	118	98	255	160	128	128	128	128	128	133	128	128	128	128	128	128	118	90	208	148	108	138	138	138	158	138	128	188	68	128	128	108	128	128	128	128	138	145	128	128	128	198	128	118	188	128	128	138	30	145	228	138	178	128	128	148	255	228	128	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	148	155	128	128	128	128	128	128	128	128	128	128	118	78	185	138	128	128	128	128	118	178	88	128	178	128	128	208	203	215	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0032 0035
0x00002021	0x0000EF5C	0x00013942	0	122	110	100	0	214	160	80	0	110	70	80	0	110	70	80	4	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	133	128	128	128	128	128	138	108	100	178	158	98	198	175	150	168	118	108	178	98	110	88	147	138	128	128	128	138	85	128	128	128	198	128	118	205	178	108	130	110	185	68	68	218	78	88	178	55	185	68	88	128	138	128	138	128	68	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	108	108	178	128	128	128	128	128	118	158	108	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0032 0036
0x00002022	0x0000F008	0x00013954	0	178	158	143	104	245	180	110	0	110	70	80	0	110	70	80	3	74	40	10	3	78	38	0	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	138	158	128	128	128	148	168	108	100	118	118	118	118	115	110	138	118	108	138	118	130	78	77	128	128	128	128	138	145	128	128	128	198	128	88	135	198	98	100	120	105	128	118	118	128	140	135	145	155	118	88	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	158	195	138	128	128	128	128	128	128	128	128	128	88	175	225	218	128	128	128	128	70	128	58	128	148	128	248	108	83	105	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0032 0037
0x00002023	0x0000F0B4	0x00013966	0	178	158	143	103	235	180	110	0	110	70	80	0	110	70	80	3	74	40	10	3	78	38	0	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	138	128	128	128	58	148	168	108	100	178	168	118	168	185	50	148	118	68	138	128	170	78	77	128	128	128	128	138	145	128	128	128	158	128	88	165	148	98	100	50	105	128	78	178	128	0	175	145	225	78	78	128	108	128	108	128	128	128	128	128	128	128	128	88	128	128	128	128	128	128	128	178	195	138	128	128	128	128	128	128	128	128	128	88	175	195	198	128	128	128	128	70	128	98	128	158	128	248	108	83	105	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0032 0038
0x00002024	0x0000F160	0x00013978	0	138	118	103	0	214	160	80	0	110	70	80	0	110	70	80	3	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	63	158	128	128	128	148	168	108	100	178	208	118	188	255	0	148	118	38	138	68	130	88	87	128	128	128	128	138	145	128	128	128	198	128	118	165	148	98	0	60	105	128	48	158	118	68	238	145	215	78	88	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	138	128	128	128	128	128	128	128	128	128	98	108	158	148	128	128	128	128	118	168	108	128	138	128	128	98	148	98	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0032 0039
0x00002025	0x0000F20C	0x0001398A	0	158	138	123	0	214	160	80	0	110	70	80	0	110	70	80	1	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	93	158	128	128	128	138	158	108	100	178	208	118	238	215	60	138	118	88	138	88	140	88	107	128	128	128	128	138	145	128	128	128	198	128	88	165	228	98	160	160	145	98	118	198	78	78	208	55	185	148	98	128	138	128	128	128	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	128	98	178	148	128	128	128	128	108	148	118	88	128	128	138	68	148	158	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0033 0030
0x00002026	0x0000F2B8	0x0001399C	0	138	118	103	0	214	160	80	0	110	70	80	0	110	70	80	3	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	93	158	128	128	128	148	168	108	100	178	208	118	238	215	60	138	118	88	138	98	130	88	107	128	128	128	128	138	145	128	128	128	198	128	88	165	228	98	130	220	195	88	88	198	118	78	188	115	155	158	88	128	138	128	128	128	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	108	108	188	168	128	128	128	128	138	198	118	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0033 0031
0x00002027	0x0000F364	0x000139AE	0	145	130	120	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	113	255	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0033 0032
0x00002028	0x0000F410	0x000139C0	0	145	130	120	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	113	255	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0033 0033
0x00002029	0x0000F4BC	0x000139D2	0	158	138	123	0	190	150	70	0	160	100	80	0	160	100	80	2	70	50	0	2	88	58	8	0	190	150	70	0	128	128	128	6	88	40	0	118	98	255	160	128	128	128	128	128	113	158	128	128	128	138	138	108	48	208	218	148	138	198	88	188	128	108	208	218	68	128	78	128	128	128	128	138	145	128	128	128	198	128	118	228	128	128	138	30	155	188	138	178	128	128	148	165	228	158	88	128	148	128	148	128	108	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	125	118	128	128	128	128	128	128	128	128	128	128	78	128	138	128	128	128	128	118	178	108	128	148	128	128	128	123	125	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0033 0034
0x0000202A	0x0000F568	0x000139E4	0	168	148	133	0	190	150	70	0	160	100	80	0	160	100	80	4	100	70	0	4	88	58	8	0	190	150	70	0	128	128	128	6	88	40	0	118	98	255	160	128	128	128	128	128	133	128	128	128	128	128	128	118	90	208	148	108	138	138	138	158	138	128	188	68	128	128	108	128	128	128	128	138	145	128	128	128	198	128	118	188	128	128	138	30	145	228	138	178	128	128	148	255	228	128	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	148	155	128	128	128	128	128	128	128	128	128	128	118	78	185	138	128	128	128	128	118	178	88	128	178	128	128	208	203	215	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0033 0035
0x0000202B	0x0000F614	0x000139F6	0	122	110	100	0	214	160	80	0	110	70	80	0	110	70	80	4	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	133	128	128	128	128	128	138	108	100	178	158	98	198	175	150	168	118	108	178	98	110	88	147	138	128	128	128	138	85	128	128	128	198	128	118	205	178	108	130	110	185	68	68	218	78	88	178	55	185	68	88	128	138	128	138	128	68	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	108	108	178	128	128	128	128	128	118	158	108	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0033 0036
0x0000202C	0x0000F6C0	0x00013A08	0	122	110	100	0	214	160	80	0	110	70	80	0	110	70	80	4	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	133	128	128	128	128	128	138	108	100	178	158	98	198	175	150	168	118	108	178	98	110	88	147	138	128	128	128	138	85	128	128	128	198	128	118	205	178	108	130	110	185	68	68	218	78	88	178	55	185	68	68	198	148	58	138	128	68	128	128	128	128	128	128	38	128	128	128	128	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	108	108	178	128	128	128	128	128	118	158	108	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0033 0037
0x0000202D	0x0000F76C	0x00013A1A	0	122	110	100	0	214	160	80	0	110	70	80	0	110	70	80	4	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	133	128	128	128	128	148	138	108	100	178	158	98	198	175	150	168	118	108	178	108	100	88	147	138	128	128	128	138	85	128	128	128	198	128	118	205	178	108	130	110	185	68	68	198	138	88	208	55	155	118	68	198	188	58	138	128	68	128	128	128	128	128	128	38	128	128	128	128	128	128	128	128	128	148	128	128	128	128	128	128	128	128	128	108	108	178	128	128	128	128	128	118	158	108	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0033 0038
0x0000202E	0x0000F818	0x00013A2C	0	145	130	120	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	113	255	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0033 0039
0x0000202F	0x0000F8C4	0x00013A3E	0	158	138	123	109	114	50	30	0	110	70	80	0	110	70	80	1	74	40	10	0	148	98	38	0	124	60	10	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	73	178	128	128	128	138	158	108	100	158	178	138	238	215	60	138	118	88	138	88	140	88	107	128	128	128	128	138	145	128	128	128	198	128	88	165	228	98	160	160	145	98	118	198	78	78	208	105	185	118	98	128	138	128	118	128	108	128	128	128	128	128	128	128	128	128	128	128	128	128	128	138	128	148	128	128	128	128	128	128	128	128	128	128	98	158	118	128	128	128	128	118	158	98	88	138	128	138	118	148	88	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0034 0030
0x00002030	0x0000F970	0x00013A50	0	178	158	143	108	230	180	110	0	80	80	140	0	80	80	140	1	160	110	40	3	78	38	0	0	230	180	110	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	68	138	128	128	128	168	148	108	80	178	168	98	218	195	90	168	118	88	138	148	140	78	77	128	128	128	128	138	145	128	128	128	198	128	78	165	198	98	130	70	105	128	158	178	148	150	185	145	205	98	88	128	128	128	128	128	138	128	128	128	128	128	128	128	128	128	128	128	128	128	128	148	195	138	128	128	128	128	128	128	128	128	128	88	195	195	198	128	128	128	128	70	158	68	128	148	128	248	108	83	105	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0034 0031
0x00002031	0x0000FA1C	0x00013A62	0	145	130	120	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	113	255	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0034 0032
0x00002032	0x0000FAC8	0x00013A74	0	168	148	133	108	230	160	90	0	80	80	140	0	80	80	140	1	70	50	40	3	78	38	0	0	230	180	110	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	68	138	128	128	128	168	138	108	80	178	168	98	218	195	90	168	118	88	138	148	140	78	77	128	128	128	128	138	145	128	128	128	198	128	78	165	198	98	130	70	105	128	158	178	148	150	185	145	205	98	88	128	128	128	128	128	138	128	128	128	128	128	128	128	128	128	128	128	128	128	128	118	145	128	128	128	128	128	128	128	128	128	128	118	175	125	158	128	128	128	128	90	168	88	128	198	128	248	78	143	105	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0034 0033
0x00002033	0x0000FB74	0x00013A86	0	150	135	125	0	90	60	40	1	60	70	80	1	60	70	80	8	90	60	40	1	150	145	130	0	90	60	40	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	128	68	128	128	108	98	168	186	85	128	68	178	128	128	128	128	128	128	128	238	98	168	88	128	128	128	128	128	128	128	128	128	128	128	128	128	178	128	128	128	128	128	128	128	128	128	128	128	128	128	108	128	128	128	38	158	108	128	128	128	128	128	128	68	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	158	178	128	128	128	128	98	118	98	128	128	128	128	128	113	255	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0034 0034
0x00002034	0x0000FC20	0x00013A98	0	150	135	125	0	90	60	40	1	60	70	80	1	60	70	80	8	90	60	40	1	150	145	130	0	90	60	40	0	128	128	128	0	20	20	20	180	100	0	40	128	128	128	128	128	128	68	128	128	108	128	168	186	85	128	68	178	78	68	208	138	178	118	168	248	148	255	188	128	128	128	128	128	128	128	128	128	128	128	138	68	128	198	68	255	158	128	128	98	68	118	138	158	118	118	98	128	88	178	28	158	98	128	128	128	128	188	128	18	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	158	178	128	128	128	128	98	118	98	128	128	128	128	128	113	255	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	 4e00 6642 4fdd 5b58 67a0 0032 0034 0035
