infoStartAddr:	0x9570
numEntries:	0x2AA	682
title:	SHOP_LINEUP_PARAM
paramStartAddr:	0x00004030
entryID   	paramAddr 	infoAddr  	equipId	value	mtrlId	eventFlag	qwcId	sellQuantity	shopType	equipType	value_SAN	pad_0[6]
0x00081654	0x000089B0	0x0000B5EC	1220	3500	-1	-1	-1	-1	0	3	-1		 6cb9 58fa
0x00081656	0x000089D0	0x0000B5F2	1240	1200	-1	-1	-1	-1	0	3	-1		 6295 3052 30ca 30a4 30d5
0x00081657	0x000089F0	0x0000B5FE	1210	3300	-1	-1	-1	-1	0	3	-1		 6bd2 30ca 30a4 30d5
0x00081659	0x00008A10	0x0000B608	1400	1700	-1	-1	-1	-1	0	3	-1		 5e30 9084
0x00081658	0x00008A30	0x0000B60E	1230	2	-1	-1	-1	-1	0	3	-1		 77f3 3053 308d
0x0008165A	0x00008A50	0x0000B616	1410	40	-1	-1	-1	-1	0	3	-1		 9053 6a19
0x0008165B	0x00008A70	0x0000B61C	6302	9000	-1	70009200	92905385	1	0	3	-1		 4e0d 5409 306a 30c8 30a5 30e1 30eb 306e 6c4e 8056 676f ff08 ff13 ff09
0x0008165C	0x00008A90	0x0000B63A	6312	10000	-1	70009210	92905386	1	0	3	-1		 4e0d 5409 306a 50fb 5893 306e 6c4e 8056 676f ff08 ff13 ff09
0x0008165D	0x00008AB0	0x0000B654	6502	16000	-1	70009220	92905387	1	0	3	-1		 4e0d 5409 306a 30c8 30a5 30e1 30eb ff1d 30a4 30eb 306e 6c4e 8056 676f ff08 ff15 ff09
0x0008165E	0x00008AD0	0x0000B678	6522	18000	-1	70009230	92905388	1	0	3	-1		 4e0d 5409 306a 75c5 3081 308b 30ed 30fc 30e9 30f3 306e 6c4e 8056 676f ff08 ff15 ff09
0x0008165F	0x00008AF0	0x0000B69C	6532	20000	-1	70009240	92905389	1	0	3	-1		 4e0d 5409 306a 30a4 30ba 306e 6c4e 8056 676f ff08 ff15 ff09
0x00083D60	0x00008B10	0x0000B6B6	1000	5200	-1	-1	-1	-1	0	3	-1		 8f38 8840 6db2
0x00083D61	0x00008B30	0x0000B6BE	900	4500	-1	-1	-1	-1	0	3	-1		 9283 5f3e
0x00083D62	0x00008B50	0x0000B6C4	1100	4000	-1	-1	-1	-1	0	3	-1		 89e3 6bd2 85ac
0x00083D63	0x00008B70	0x0000B6CC	1200	2900	-1	-1	-1	-1	0	3	-1		 706b 708e 74f6
0x00083D64	0x00008B90	0x0000B6D4	1250	3000	-1	-1	-1	-1	0	3	-1		 80cc 5f8c 706b 708e 74f6
0x00083D65	0x00008BB0	0x0000B6E0	1220	4400	-1	-1	-1	-1	0	3	-1		 6cb9 58fa
0x00083D66	0x00008BD0	0x0000B6E6	1240	1500	-1	-1	-1	-1	0	3	-1		 6295 3052 30ca 30a4 30d5
0x00083D67	0x00008BF0	0x0000B6F2	1210	4000	-1	-1	-1	-1	0	3	-1		 6bd2 30ca 30a4 30d5
0x00083D68	0x00008C10	0x0000B6FC	1400	1700	-1	-1	-1	-1	0	3	-1		 5e30 9084
0x00083D69	0x00008C30	0x0000B702	1230	2	-1	-1	-1	-1	0	3	-1		 77f3 3053 308d
0x00083D6A	0x00008C50	0x0000B70A	1410	40	-1	-1	-1	-1	0	3	-1		 9053 6a19
0x00083D6B	0x00008C70	0x0000B710	6302	9000	-1	70009200	92905385	1	0	3	-1		 4e0d 5409 306a 30c8 30a5 30e1 30eb 306e 6c4e 8056 676f ff08 ff13 ff09
0x00083D6C	0x00008C90	0x0000B72E	6312	10000	-1	70009210	92905386	1	0	3	-1		 4e0d 5409 306a 50fb 5893 306e 6c4e 8056 676f ff08 ff13 ff09
0x00083D6D	0x00008CB0	0x0000B748	6502	16000	-1	70009220	92905387	1	0	3	-1		 4e0d 5409 306a 30c8 30a5 30e1 30eb ff1d 30a4 30eb 306e 6c4e 8056 676f ff08 ff15 ff09
0x00083D6E	0x00008CD0	0x0000B76C	6522	18000	-1	70009230	92905388	1	0	3	-1		 4e0d 5409 306a 75c5 3081 308b 30ed 30fc 30e9 30f3 306e 6c4e 8056 676f ff08 ff15 ff09
0x00083D6F	0x00008CF0	0x0000B790	6532	20000	-1	70009240	92905389	1	0	3	-1		 4e0d 5409 306a 30a4 30ba 306e 6c4e 8056 676f ff08 ff15 ff09
0x00094ED0	0x00008D10	0x0000B7AA	1000	860	-1	-1	-1	-1	0	3	-1		 8f38 8840 6db2
0x00094ED1	0x00008D30	0x0000B7B2	900	750	-1	-1	-1	-1	0	3	-1		 9283 5f3e
0x00094ED2	0x00008D50	0x0000B7B8	1100	1080	-1	-1	-1	-1	0	3	-1		 89e3 6bd2 85ac
0x00094ED3	0x00008D70	0x0000B7C0	1200	680	-1	-1	-1	-1	0	3	-1		 706b 708e 74f6
0x00094ED4	0x00008D90	0x0000B7C8	1250	720	-1	-1	-1	-1	0	3	-1		 80cc 5f8c 706b 708e 74f6 000a
0x00094ED5	0x00008DB0	0x0000B7D6	1220	1200	-1	-1	-1	-1	0	3	-1		 6cb9 58fa
0x00094ED6	0x00008DD0	0x0000B7DC	1240	360	-1	-1	-1	-1	0	3	-1		 6295 3052 30ca 30a4 30d5
0x00094ED7	0x00008DF0	0x0000B7E8	1210	1080	-1	-1	-1	-1	0	3	-1		 6bd2 30ca 30a4 30d5
0x00094ED8	0x00008E10	0x0000B7F2	1101	1300	-1	-1	-1	-1	0	3	-1		 72c2 6c17 56de 5fa9
0x00094ED9	0x00008E30	0x0000B7FC	1400	1400	-1	-1	-1	-1	0	3	-1		 5e30 9084
0x00094EDA	0x00008E50	0x0000B802	1230	20	-1	-1	-1	-1	0	3	-1		 77f3 3053 308d
0x00094EDB	0x00008E70	0x0000B80A	1410	100	-1	-1	-1	-1	0	3	-1		 9053 6a19
0x00094EDC	0x00008E90	0x0000B810	1300	3000	-1	-1	-1	-1	0	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 3010 708e 3011
0x00094EDD	0x00008EB0	0x0000B824	1320	3800	-1	-1	-1	-1	0	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 3010 96f7 3011
0x00094EDE	0x00008ED0	0x0000B838	1330	1300	-1	-1	-1	-1	0	3	-1		 9283 5a01 529b 30a2 30c3 30d7
0x00094EDF	0x00008EF0	0x0000B846	1260	3600	-1	-1	-1	-1	0	3	-1		 7363 8a98 3044
0x000975E0	0x00008F10	0x0000B84E	1000	2100	-1	-1	-1	-1	0	3	-1		 8f38 8840 6db2
0x000975E1	0x00008F30	0x0000B856	900	1800	-1	-1	-1	-1	0	3	-1		 9283 5f3e
0x000975E2	0x00008F50	0x0000B85C	1100	2300	-1	-1	-1	-1	0	3	-1		 89e3 6bd2 85ac
0x000975E3	0x00008F70	0x0000B864	1200	1500	-1	-1	-1	-1	0	3	-1		 706b 708e 74f6
0x000975E4	0x00008F90	0x0000B86C	1250	1600	-1	-1	-1	-1	0	3	-1		 80cc 5f8c 706b 708e 74f6 000a
0x000975E5	0x00008FB0	0x0000B87A	1220	2400	-1	-1	-1	-1	0	3	-1		 6cb9 58fa
0x000975E6	0x00008FD0	0x0000B880	1240	800	-1	-1	-1	-1	0	3	-1		 6295 3052 30ca 30a4 30d5
0x000975E7	0x00008FF0	0x0000B88C	1210	2300	-1	-1	-1	-1	0	3	-1		 6bd2 30ca 30a4 30d5
0x000975E8	0x00009010	0x0000B896	1101	2800	-1	-1	-1	-1	0	3	-1		 72c2 6c17 56de 5fa9
0x000975E9	0x00009030	0x0000B8A0	1400	2100	-1	-1	-1	-1	0	3	-1		 5e30 9084
0x000975EA	0x00009050	0x0000B8A6	1230	20	-1	-1	-1	-1	0	3	-1		 77f3 3053 308d
0x000975EB	0x00009070	0x0000B8AE	1410	100	-1	-1	-1	-1	0	3	-1		 9053 6a19
0x000975EC	0x00009090	0x0000B8B4	1300	7500	-1	-1	-1	-1	0	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 3010 708e 3011
0x000975ED	0x000090B0	0x0000B8C8	1320	9000	-1	-1	-1	-1	0	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 3010 96f7 3011
0x000975EE	0x000090D0	0x0000B8DC	1330	3200	-1	-1	-1	-1	0	3	-1		 9283 5a01 529b 30a2 30c3 30d7
0x000975EF	0x000090F0	0x0000B8EA	1260	9000	-1	-1	-1	-1	0	3	-1		 7363 8a98 3044
0x00099CF0	0x00009110	0x0000B8F2	1000	4300	-1	-1	-1	-1	0	3	-1		 8f38 8840 6db2
0x00099CF1	0x00009130	0x0000B8FA	900	3700	-1	-1	-1	-1	0	3	-1		 9283 5f3e
0x00099CF2	0x00009150	0x0000B900	1100	4100	-1	-1	-1	-1	0	3	-1		 89e3 6bd2 85ac
0x00099CF3	0x00009170	0x0000B908	1200	2800	-1	-1	-1	-1	0	3	-1		 706b 708e 74f6
0x00099CF4	0x00009190	0x0000B910	1250	3000	-1	-1	-1	-1	0	3	-1		 80cc 5f8c 706b 708e 74f6 000a
0x00099CF5	0x000091B0	0x0000B91E	1220	4300	-1	-1	-1	-1	0	3	-1		 6cb9 58fa
0x00099CF6	0x000091D0	0x0000B924	1240	1400	-1	-1	-1	-1	0	3	-1		 6295 3052 30ca 30a4 30d5
0x00099CF7	0x000091F0	0x0000B930	1210	4100	-1	-1	-1	-1	0	3	-1		 6bd2 30ca 30a4 30d5
0x00099CF8	0x00009210	0x0000B93A	1101	5000	-1	-1	-1	-1	0	3	-1		 72c2 6c17 56de 5fa9
0x00099CF9	0x00009230	0x0000B944	1400	2100	-1	-1	-1	-1	0	3	-1		 5e30 9084
0x00099CFA	0x00009250	0x0000B94A	1230	20	-1	-1	-1	-1	0	3	-1		 77f3 3053 308d
0x00099CFB	0x00009270	0x0000B952	1410	100	-1	-1	-1	-1	0	3	-1		 9053 6a19
0x00099CFC	0x00009290	0x0000B958	1300	15000	-1	-1	-1	-1	0	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 3010 708e 3011
0x00099CFD	0x000092B0	0x0000B96C	1320	17000	-1	-1	-1	-1	0	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 3010 96f7 3011
0x00099CFE	0x000092D0	0x0000B980	1330	6500	-1	-1	-1	-1	0	3	-1		 9283 5a01 529b 30a2 30c3 30d7
0x00099CFF	0x000092F0	0x0000B98E	1260	18000	-1	-1	-1	-1	0	3	-1		 7363 8a98 3044
0x0009C400	0x00009310	0x0000B996	1000	6400	-1	-1	-1	-1	0	3	-1		 8f38 8840 6db2
0x0009C401	0x00009330	0x0000B99E	900	5600	-1	-1	-1	-1	0	3	-1		 9283 5f3e
0x0009C402	0x00009350	0x0000B9A4	1100	5000	-1	-1	-1	-1	0	3	-1		 89e3 6bd2 85ac
0x0009C403	0x00009370	0x0000B9AC	1200	3600	-1	-1	-1	-1	0	3	-1		 706b 708e 74f6
0x0009C404	0x00009390	0x0000B9B4	1250	3700	-1	-1	-1	-1	0	3	-1		 80cc 5f8c 706b 708e 74f6 000a
0x0009C405	0x000093B0	0x0000B9C2	1220	5400	-1	-1	-1	-1	0	3	-1		 6cb9 58fa
0x0009C406	0x000093D0	0x0000B9C8	1240	1800	-1	-1	-1	-1	0	3	-1		 6295 3052 30ca 30a4 30d5
0x0009C407	0x000093F0	0x0000B9D4	1210	5000	-1	-1	-1	-1	0	3	-1		 6bd2 30ca 30a4 30d5
0x0009C408	0x00009410	0x0000B9DE	1101	6100	-1	-1	-1	-1	0	3	-1		 72c2 6c17 56de 5fa9
0x0009C409	0x00009430	0x0000B9E8	1400	2100	-1	-1	-1	-1	0	3	-1		 5e30 9084
0x0009C40A	0x00009450	0x0000B9EE	1230	20	-1	-1	-1	-1	0	3	-1		 77f3 3053 308d
0x0009C40B	0x00009470	0x0000B9F6	1410	100	-1	-1	-1	-1	0	3	-1		 9053 6a19
0x0009C40C	0x00009490	0x0000B9FC	1300	23000	-1	-1	-1	-1	0	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 3010 708e 3011
0x0009C40D	0x000094B0	0x0000BA10	1320	25000	-1	-1	-1	-1	0	3	-1		 30a8 30f3 30c1 30e3 30f3 30c8 3010 96f7 3011
0x0009C40E	0x000094D0	0x0000BA24	1330	10000	-1	-1	-1	-1	0	3	-1		 9283 5a01 529b 30a2 30c3 30d7
0x0009C40F	0x000094F0	0x0000BA32	1260	27000	-1	-1	-1	-1	0	3	-1		 7363 8a98 3044
0x000DBBA0	0x00009510	0x0000BA3A	90100000	1	-1	-1	-1	-1	0	0	-1		 30ce 30b3 30ca 30bf 005f 30b9 30ed 30c3 30c8 30bf 30a4 30d7 0031
0x000DBBA1	0x00009530	0x0000BA56	90110000	1	-1	-1	-1	-1	0	0	-1		 30ce 30b3 30ca 30bf 005f 30b9 30ed 30c3 30c8 30bf 30a4 30d7 0032
