infoStartAddr:	0x11DFB8
numEntries:	0x1A9A	6810
title:	ITEMLOT_PARAM_ST
paramStartAddr:	0x00027EB0
entryID   	paramAddr 	infoAddr  	lotItemId01	lotItemId02	lotItemId03	lotItemId04	lotItemId05	lotItemId06	lotItemId07	lotItemId08	lotItemCategory01	lotItemCategory02	lotItemCategory03	lotItemCategory04	lotItemCategory05	lotItemCategory06	lotItemCategory07	lotItemCategory08	lotItemBasePoint01	lotItemBasePoint02	lotItemBasePoint03	lotItemBasePoint04	lotItemBasePoint05	lotItemBasePoint06	lotItemBasePoint07	lotItemBasePoint08	cumulateLotPoint01	cumulateLotPoint02	cumulateLotPoint03	cumulateLotPoint04	cumulateLotPoint05	cumulateLotPoint06	cumulateLotPoint07	cumulateLotPoint08	getItemFlagId01	getItemFlagId02	getItemFlagId03	getItemFlagId04	getItemFlagId05	getItemFlagId06	getItemFlagId07	getItemFlagId08	getItemFlagId	cumulateNumFlagId	cumulateNumMax	lotItem_Rarity	lotItemNum01	lotItemNum02	lotItemNum03	lotItemNum04	lotItemNum05	lotItemNum06	lotItemNum07	lotItemNum08	enableLuck01:1	enableLuck02:1	enableLuck03:1	enableLuck04:1	enableLuck05:1	enableLuck06:1	enableLuck07:1	enableLuck08:1	cumulateReset01:1	cumulateReset02:1	cumulateReset03:1	cumulateReset04:1	cumulateReset05:1	cumulateReset06:1	cumulateReset07:1	cumulateReset08:1
0x060D12DA	0x000D4AB4	0x00147A02	1410	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	4	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0031 0046 3000 5019 88dc 0031 0030
0x060D12E4	0x000D4B48	0x00147A36	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	4	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0032 0046 3000 5019 88dc 0031
0x060D12EE	0x000D4BDC	0x00147A68	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0032 0046 3000 5019 88dc 0032
0x060D12F8	0x000D4C70	0x00147A9A	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0032 0046 3000 5019 88dc 0033
0x060D1302	0x000D4D04	0x00147ACC	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0032 0046 3000 5019 88dc 0034
0x060D130C	0x000D4D98	0x00147AFE	900	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	4	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0032 0046 3000 5019 88dc 0035
0x060D1316	0x000D4E2C	0x00147B30	900	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0032 0046 3000 5019 88dc 0036
0x060D1320	0x000D4EC0	0x00147B62	900	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0032 0046 3000 5019 88dc 0037
0x060D132A	0x000D4F54	0x00147B94	1512	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0032 0046 3000 5019 88dc 0038
0x060D1334	0x000D4FE8	0x00147BC6	1200	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0032 0046 3000 5019 88dc 0039
0x060D1336	0x000D507C	0x00147BF8	1513	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0032 0046 3000 5019 88dc 0039
0x060D1338	0x000D5110	0x00147C2A	1300	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0032 0046 3000 5019 88dc 0039
0x060D133A	0x000D51A4	0x00147C5C	1513	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0032 0046 3000 5019 88dc 0039
0x060D133E	0x000D5238	0x00147C8E	1400	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0032 0046 3000 5019 88dc 0031 0030
0x060D1348	0x000D52CC	0x00147CC2	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	4	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0033 0046 3000 5019 88dc 0031
0x060D1352	0x000D5360	0x00147CF4	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0033 0046 3000 5019 88dc 0032
0x060D135C	0x000D53F4	0x00147D26	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0033 0046 3000 5019 88dc 0033
0x060D1366	0x000D5488	0x00147D58	900	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	4	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0033 0046 3000 5019 88dc 0034
0x060D1370	0x000D551C	0x00147D8A	900	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0033 0046 3000 5019 88dc 0035
0x060D137A	0x000D55B0	0x00147DBC	1260	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0033 0046 3000 5019 88dc 0036
0x060D1384	0x000D5644	0x00147DEE	1513	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0033 0046 3000 5019 88dc 0037
0x060D138E	0x000D56D8	0x00147E20	1200	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0033 0046 3000 5019 88dc 0038
0x060D1398	0x000D576C	0x00147E52	1500	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0033 0046 3000 5019 88dc 0039
0x060D139A	0x000D5800	0x00147E84	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	4	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0033 0046 3000 5019 88dc 0039
0x060D13A2	0x000D5894	0x00147EB6	1300	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0033 0046 3000 5019 88dc 0031 0030
0x060D13A4	0x000D5928	0x00147EEA	900	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	4	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0033 0046 3000 5019 88dc 0031 0030
0x060D13AC	0x000D59BC	0x00147F1E	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	4	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0034 0046 3000 5019 88dc 0031
0x060D13B6	0x000D5A50	0x00147F50	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0034 0046 3000 5019 88dc 0032
0x060D13C0	0x000D5AE4	0x00147F82	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0034 0046 3000 5019 88dc 0033
0x060D13CA	0x000D5B78	0x00147FB4	900	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	4	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0034 0046 3000 5019 88dc 0034
0x060D13D4	0x000D5C0C	0x00147FE6	900	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0034 0046 3000 5019 88dc 0035
0x060D13DE	0x000D5CA0	0x00148018	900	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0034 0046 3000 5019 88dc 0036
0x060D13E8	0x000D5D34	0x0014804A	1514	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0034 0046 3000 5019 88dc 0037
0x060D13F2	0x000D5DC8	0x0014807C	1200	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0034 0046 3000 5019 88dc 0038
0x060D13FC	0x000D5E5C	0x001480AE	1400	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0034 0046 3000 5019 88dc 0039
0x060D1406	0x000D5EF0	0x001480E0	1300	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 30c8 30a5 30e1 30eb 3011 0034 0046 3000 5019 88dc 0031 0030
0x060D1668	0x000D5F84	0x00148114	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0031 0046 3000 5019 88dc 0031
0x060D1672	0x000D6018	0x00148142	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0031 0046 3000 5019 88dc 0032
0x060D167C	0x000D60AC	0x00148170	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0031 0046 3000 5019 88dc 0033
0x060D1686	0x000D6140	0x0014819E	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0031 0046 3000 5019 88dc 0034
0x060D1690	0x000D61D4	0x001481CC	900	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0031 0046 3000 5019 88dc 0035
0x060D169A	0x000D6268	0x001481FA	900	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0031 0046 3000 5019 88dc 0036
0x060D169C	0x000D62FC	0x00148228	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0031 0046 3000 5019 88dc 0036
0x060D169E	0x000D6390	0x00148256	1512	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0031 0046 3000 5019 88dc 0036
0x060D16A0	0x000D6424	0x00148284	1100	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0031 0046 3000 5019 88dc 0036
0x060D16A4	0x000D64B8	0x001482B2	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0031 0046 3000 5019 88dc 0037
0x060D16AE	0x000D654C	0x001482E0	900	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0031 0046 3000 5019 88dc 0038
0x060D16B8	0x000D65E0	0x0014830E	1230	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0031 0046 3000 5019 88dc 0039
0x060D16C2	0x000D6674	0x0014833C	1230	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0031 0046 3000 5019 88dc 0031 0030
0x060D16CC	0x000D6708	0x0014836C	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	4	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0032 0046 3000 5019 88dc 0031
0x060D16D6	0x000D679C	0x0014839A	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0032 0046 3000 5019 88dc 0032
0x060D16E0	0x000D6830	0x001483C8	1000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0032 0046 3000 5019 88dc 0033
0x060D16EA	0x000D68C4	0x001483F6	1100	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52901500	-1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	 5b9d 6b7b 4f53 005f 3054 8912 7f8e 3010 30ec 30d9 30eb 0032 005f 50fb 5893 3011 0032 0046 3000 5019 88dc 0034
