infoStartAddr:	0x8AB0
numEntries:	0x1BB	443
title:	GEM_CATEGORY_PARAM_ST
paramStartAddr:	0x000029C8
entryID   	paramAddr 	infoAddr  	sortNo	manifestRate	directionalId	cateGroupId	excludeGroupId	isNegative:1	enableSlotTypeA:1	enableSlotTypeB:1	enableSlotTypeC:1	enableSlotTypeD:1	enableSlotTypeE:1	enableSlotTypeF:1	holygrailTypeGroup:7	affinityCateId_0	affinityModifyRate_0	affinityCateId_1	affinityModifyRate_1	affinityCateId_2	affinityModifyRate_2	affinityCateId_3	affinityModifyRate_3
0x00044C00	0x00005F28	0x0000B810	2800	0.03	16	3016	2800	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
0x00044DF4	0x00005F60	0x0000B842	52810	0.03	11	4011	2800	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00044E58	0x00005F98	0x0000B882	42810	0.03	12	4012	2800	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00044EBC	0x00005FD0	0x0000B8C2	32810	0.03	13	4013	2800	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00044F20	0x00006008	0x0000B902	22810	0.03	14	4014	2800	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00044F84	0x00006040	0x0000B942	12810	0.03	15	4015	2800	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00044FE8	0x00006078	0x0000B982	2810	0.03	16	4016	2800	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 6bd2 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x0004694C	0x000060B0	0x0000B9C2	152890	0.03	1	4001	2900	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0031 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x000469B0	0x000060E8	0x0000BA02	142890	0.03	2	4002	2900	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0032 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00046A14	0x00006120	0x0000BA42	132890	0.03	3	4003	2900	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0033 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00046A78	0x00006158	0x0000BA82	122890	0.03	4	4004	2900	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0034 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00046ADC	0x00006190	0x0000BAC2	112890	0.03	5	4005	2900	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0035 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00046B40	0x000061C8	0x0000BB02	102890	0.03	6	4006	2900	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0036 3000 30b5 30d6 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00046D34	0x00006200	0x0000BB42	152900	0.03	1	3001	2900	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0031 3000 30b5 30d6
0x00046D98	0x00006238	0x0000BB74	142900	0.03	2	3002	2900	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0032 3000 30b5 30d6
0x00046DFC	0x00006270	0x0000BBA6	132900	0.03	3	3003	2900	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0033 3000 30b5 30d6
0x00046E60	0x000062A8	0x0000BBD8	122900	0.03	4	3004	2900	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0034 3000 30b5 30d6
0x00046EC4	0x000062E0	0x0000BC0A	112900	0.03	5	3005	2900	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0035 3000 30b5 30d6
0x00046F28	0x00006318	0x0000BC3C	102900	0.03	6	3006	2900	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0036 3000 30b5 30d6
0x0004711C	0x00006350	0x0000BC6E	52900	0.03	11	3011	2900	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3
0x00047180	0x00006388	0x0000BCA2	42900	0.03	12	3012	2900	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3
0x000471E4	0x000063C0	0x0000BCD6	32900	0.03	13	3013	2900	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3
0x00047248	0x000063F8	0x0000BD0A	22900	0.03	14	3014	2900	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3
0x000472AC	0x00006430	0x0000BD3E	12900	0.03	15	3015	2900	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
0x00047310	0x00006468	0x0000BD72	2900	0.03	16	3016	2900	0	1	1	1	1	1	1	22	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
0x00047504	0x000064A0	0x0000BDA6	52910	0.03	11	4011	2900	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00047568	0x000064D8	0x0000BDE8	42910	0.03	12	4012	2900	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x000475CC	0x00006510	0x0000BE2A	32910	0.03	13	4013	2900	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00047630	0x00006548	0x0000BE6C	22910	0.03	14	4014	2900	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00047694	0x00006580	0x0000BEAE	12910	0.03	15	4015	2900	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x000476F8	0x000065B8	0x0000BEF0	2910	0.03	16	4016	2900	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 72b6 614b 7570 5e38 653b 6483 529b 3010 51fa 8840 3011 ff08 56fa 5b9a 5024 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3 0020 30c0 30f3 30b8 30e7 30f3 0042
0x00049444	0x000065F0	0x0000BF32	153000	0.03	1	1001	3000	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 30ab 30a6 30f3 30bf 30fc 30c0 30e1 30fc 30b8 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30b5 30d6
0x000494A8	0x00006628	0x0000BF5E	143000	0.03	2	1002	3000	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 30ab 30a6 30f3 30bf 30fc 30c0 30e1 30fc 30b8 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30b5 30d6
0x0004950C	0x00006660	0x0000BF8A	133000	0.03	3	1003	3000	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 30ab 30a6 30f3 30bf 30fc 30c0 30e1 30fc 30b8 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30b5 30d6
0x00049570	0x00006698	0x0000BFB6	123000	0.03	4	1004	3000	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 30ab 30a6 30f3 30bf 30fc 30c0 30e1 30fc 30b8 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30b5 30d6
0x000495D4	0x000066D0	0x0000BFE2	113000	0.03	5	1005	3000	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 30ab 30a6 30f3 30bf 30fc 30c0 30e1 30fc 30b8 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30b5 30d6
0x00049638	0x00006708	0x0000C00E	103000	0.03	6	1006	3000	0	1	1	1	1	1	1	14	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 30ab 30a6 30f3 30bf 30fc 30c0 30e1 30fc 30b8 ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30b5 30d6
0x0004BB54	0x00006740	0x0000C03A	153100	0.03	1	1001	3100	0	1	1	1	1	1	1	12	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0031 3000 30b5 30d6
0x0004BBB8	0x00006778	0x0000C068	143100	0.03	2	1002	3100	0	1	1	1	1	1	1	12	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0032 3000 30b5 30d6
0x0004BC1C	0x000067B0	0x0000C096	133100	0.03	3	1003	3100	0	1	1	1	1	1	1	12	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0033 3000 30b5 30d6
0x0004BC80	0x000067E8	0x0000C0C4	123100	0.03	4	1004	3100	0	1	1	1	1	1	1	12	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0034 3000 30b5 30d6
0x0004BCE4	0x00006820	0x0000C0F2	113100	0.03	5	1005	3100	0	1	1	1	1	1	1	12	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0035 3000 30b5 30d6
0x0004BD48	0x00006858	0x0000C120	103100	0.03	6	1006	3100	0	1	1	1	1	1	1	12	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0036 3000 30b5 30d6
0x0004BF3C	0x00006890	0x0000C14E	53100	0.03	11	1011	3100	0	1	1	1	1	1	1	12	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3
0x0004BFA0	0x000068C8	0x0000C17E	43100	0.03	12	1012	3100	0	1	1	1	1	1	1	12	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3
0x0004C004	0x00006900	0x0000C1AE	33100	0.03	13	1013	3100	0	1	1	1	1	1	1	12	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3
0x0004C068	0x00006938	0x0000C1DE	23100	0.03	14	1014	3100	0	1	1	1	1	1	1	12	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3
0x0004C0CC	0x00006970	0x0000C20E	13100	0.03	15	1015	3100	0	1	1	1	1	1	1	12	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
0x0004C130	0x000069A8	0x0000C23E	3100	0.03	16	1016	3100	0	1	1	1	1	1	1	12	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002b 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
0x0004E264	0x000069E0	0x0000C26E	353200	0.01	101	101	3200	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0031 3000 30b5 30d6
0x0004E2C8	0x00006A18	0x0000C29C	343200	0.01	102	102	3200	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0032 3000 30b5 30d6
0x0004E32C	0x00006A50	0x0000C2CA	333200	0.01	103	103	3200	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0033 3000 30b5 30d6
0x0004E390	0x00006A88	0x0000C2F8	323200	0.01	104	104	3200	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0034 3000 30b5 30d6
0x0004E3F4	0x00006AC0	0x0000C326	313200	0.01	105	105	3200	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0035 3000 30b5 30d6
0x0004E458	0x00006AF8	0x0000C354	303200	0.01	106	106	3200	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 653b 6483 6642 30b9 30bf 30df 30ca 6d88 8cbb ff08 500d 7387 ff09 002d 3000 30b3 30b9 30c8 0036 3000 30b5 30d6
0x00050974	0x00006B30	0x0000C382	153300	0.03	1	1001	3300	0	1	1	1	1	1	1	13	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 6e9c 3081 653b 6483 529b ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30b5 30d6
0x000509D8	0x00006B68	0x0000C3A6	143300	0.03	2	1002	3300	0	1	1	1	1	1	1	13	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 6e9c 3081 653b 6483 529b ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30b5 30d6
0x00050A3C	0x00006BA0	0x0000C3CA	133300	0.03	3	1003	3300	0	1	1	1	1	1	1	13	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 6e9c 3081 653b 6483 529b ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30b5 30d6
0x00050AA0	0x00006BD8	0x0000C3EE	123300	0.03	4	1004	3300	0	1	1	1	1	1	1	13	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 6e9c 3081 653b 6483 529b ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30b5 30d6
0x00050B04	0x00006C10	0x0000C412	113300	0.03	5	1005	3300	0	1	1	1	1	1	1	13	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 6e9c 3081 653b 6483 529b ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30b5 30d6
0x00050B68	0x00006C48	0x0000C436	103300	0.03	6	1006	3300	0	1	1	1	1	1	1	13	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 6e9c 3081 653b 6483 529b ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30b5 30d6
0x00050D5C	0x00006C80	0x0000C45A	53300	0.05	11	1011	3300	0	1	1	1	1	1	1	13	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 6e9c 3081 653b 6483 529b ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3
0x00050DC0	0x00006CB8	0x0000C480	43300	0.05	12	1012	3300	0	1	1	1	1	1	1	13	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 6e9c 3081 653b 6483 529b ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3
0x00050E24	0x00006CF0	0x0000C4A6	33300	0.05	13	1013	3300	0	1	1	1	1	1	1	13	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 6e9c 3081 653b 6483 529b ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3
0x00050E88	0x00006D28	0x0000C4CC	23300	0.05	14	1014	3300	0	1	1	1	1	1	1	13	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 6e9c 3081 653b 6483 529b ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3
0x00050EEC	0x00006D60	0x0000C4F2	13300	0.05	15	1015	3300	0	1	1	1	1	1	1	13	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 6e9c 3081 653b 6483 529b ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
0x00050F50	0x00006D98	0x0000C518	3300	0.05	16	1016	3300	0	1	1	1	1	1	1	13	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 6e9c 3081 653b 6483 529b ff08 500d 7387 ff09 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
0x00053084	0x00006DD0	0x0000C53E	153400	0.03	1	4001	3400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002b 3000 30b3 30b9 30c8 0031 3000 30b5 30d6
0x000530E8	0x00006E08	0x0000C55E	143400	0.03	2	4002	3400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002b 3000 30b3 30b9 30c8 0032 3000 30b5 30d6
0x0005314C	0x00006E40	0x0000C57E	133400	0.03	3	4003	3400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002b 3000 30b3 30b9 30c8 0033 3000 30b5 30d6
0x000531B0	0x00006E78	0x0000C59E	123400	0.03	4	4004	3400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002b 3000 30b3 30b9 30c8 0034 3000 30b5 30d6
0x00053214	0x00006EB0	0x0000C5BE	113400	0.03	5	4005	3400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002b 3000 30b3 30b9 30c8 0035 3000 30b5 30d6
0x00053278	0x00006EE8	0x0000C5DE	103400	0.03	6	4006	3400	0	1	1	1	1	1	1	34	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002b 3000 30b3 30b9 30c8 0036 3000 30b5 30d6
0x0005346C	0x00006F20	0x0000C5FE	53400	0.03	11	4011	3400	0	1	1	1	1	1	1	35	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002b 3000 30b3 30b9 30c8 0031 3000 30e1 30a4 30f3
0x000534D0	0x00006F58	0x0000C620	43400	0.03	12	4012	3400	0	1	1	1	1	1	1	35	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002b 3000 30b3 30b9 30c8 0032 3000 30e1 30a4 30f3
0x00053534	0x00006F90	0x0000C642	33400	0.03	13	4013	3400	0	1	1	1	1	1	1	35	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002b 3000 30b3 30b9 30c8 0033 3000 30e1 30a4 30f3
0x00053598	0x00006FC8	0x0000C664	23400	0.03	14	4014	3400	0	1	1	1	1	1	1	35	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002b 3000 30b3 30b9 30c8 0034 3000 30e1 30a4 30f3
0x000535FC	0x00007000	0x0000C686	13400	0.03	15	4015	3400	0	1	1	1	1	1	1	35	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002b 3000 30b3 30b9 30c8 0035 3000 30e1 30a4 30f3
0x00053660	0x00007038	0x0000C6A8	3400	0.03	16	4016	3400	0	1	1	1	1	1	1	35	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002b 3000 30b3 30b9 30c8 0036 3000 30e1 30a4 30f3
0x00055794	0x00007070	0x0000C6CA	353500	0.01	101	101	3500	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002d 3000 30b3 30b9 30c8 0031 3000 30b5 30d6
0x000557F8	0x000070A8	0x0000C6EA	343500	0.01	102	102	3500	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002d 3000 30b3 30b9 30c8 0032 3000 30b5 30d6
0x0005585C	0x000070E0	0x0000C70A	333500	0.01	103	103	3500	1	1	1	1	1	1	1	9	-65536	0.00	-49280	0.00	-49280	0.00	-49280	0.00	 0048 0050 30ea 30b8 30a7 30cd 002d 3000 30b3 30b9 30c8 0033 3000 30b5 30d6
